title,description,topic,date,link
3 Reasons Why You Should Use Linear Regression Models Instead of Neural Networks,"While there may always seem to be something new, cool, and shiny in the field of AI/ML, classic statistical methods that leverage machine learning techniques remain powerful and practical for solving many real-world business problems.",Linear Regression," Aug 2, 2021",https://www.kdnuggets.com/2021/08/3-reasons-linear-regression-instead-neural-networks.html
10 Machine Learning Model Training Mistakes,These common ML model training mistakes are easy to overlook but costly to redeem.,Machine Learning," Jul 30, 2021",https://www.kdnuggets.com/2021/07/10-machine-learning-model-training-mistakes.html
Building Machine Learning Pipelines using Snowflake and Dask,"In this post, I want to share some of the tools that I have been exploring recently and show you how I use them and how they helped improve the efficiency of my workflow. The two I will talk about in particular are Snowflake and Dask. Two very different tools but ones that complement each other well especially as part of the ML Lifecycle.",Dask," Jul 28, 2021",https://www.kdnuggets.com/2021/07/building-machine-learning-pipelines-snowflake-dask.html
"KDnuggets™ News 21:n28, Jul 28: Design patterns in machine learning; The Best NLP Course is Free","What are the Design patterns for Machine Learning and why you should know them? For more advanced readers, how to use Kafka Connect to create an open source data pipeline for processing real-time data; The state-of-the-art NLP course is freely available; Python Data Structures Compared; Update your Machine Learning skills this summer.",Kafka," Jul 28, 2021",https://www.kdnuggets.com/2021/n28.html
Machine Learning Skills – Update Yours This Summer,"The process of mastering new knowledge often requires multiple passes to ensure the information is deeply understood. If you already began your journey into machine learning and data science, then you are likely ready for a refresher on topics you previously covered. This eight-week self-learning path will help you recapture the foundations and prepare you for future success in applying these skills.",Computer Vision," Jul 27, 2021",https://www.kdnuggets.com/2021/07/update-your-machine-learning-skills.html
ColabCode: Deploying Machine Learning Models From Google Colab,"New to ColabCode? Learn how to use it to start a VS Code Server, Jupyter Lab, or FastAPI.",Deployment," Jul 22, 2021",https://www.kdnuggets.com/2021/07/colabcode-deploying-machine-learning-models-google-colab.html
Design patterns in machine learning,Can we abstract best practices to real design patterns yet?,Design," Jul 21, 2021",https://www.kdnuggets.com/2021/07/design-patterns-machine-learning.html
"KDnuggets™ News 21:n27, Jul 21: Top 6 Data Science Online Courses in 2021; Geometric Foundations of Deep Learning","Top 6 Data Science Online Courses in 2021; Geometric foundations of Deep Learning; Google’s Director of Research Advice for Learning Data Science; SQL, Syllogisms, and Explanations; How to Create Unbiased Machine Learning Models",Bias," Jul 21, 2021",https://www.kdnuggets.com/2021/n27.html
When to Retrain an Machine Learning Model? Run these 5 checks to decide on the schedule,"Machine learning models degrade with time, and need to be regularly updated. In the article, we suggest how to approach retraining and plan for it in advance.",Data Science," Jul 20, 2021",https://www.kdnuggets.com/2021/07/retrain-machine-learning-model-5-checks-decide-schedule.html
How Much Memory is your Machine Learning Code Consuming?,Learn how to quickly check the memory footprint of your machine learning function/module with one line of command. Generate a nice report too.,Machine Learning," Jul 19, 2021",https://www.kdnuggets.com/2021/07/memory-machine-learning-code-consuming.html
Advice for Learning Data Science from Google’s Director of Research,"Surfing the professional career wave in data science is a hot prospect for many looking to get their start in the world. The digital revolution continues to create many exciting new opportunities. But, jumping in too fast without fully establishing your foundational skills can be detrimental to your success, as is suggested by this advice for data science newbies from Peter Norvig, the Director of Research at Google.",Advice," Jul 19, 2021",https://www.kdnuggets.com/2021/07/google-advice-learning-data-science.html
How to Create Unbiased Machine Learning Models,"In this post we discuss the concepts of bias and fairness in the Machine Learning world, and show how ML biases often reflect existing biases in society. Additionally, We discuss various methods for testing and enforcing fairness in ML models.",AI," Jul 16, 2021",https://www.kdnuggets.com/2021/07/create-unbiased-machine-learning-models.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 5","Training efficient deep learning models with any software tool is nothing without an infrastructure of robust and performant compute power. Here, current software and hardware ecosystems are reviewed that you might consider in your development when the highest performance possible is needed.",Deep Learning," Jul 16, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part5.html
Pushing No-Code Machine Learning to the Edge,"Discover the power of no-code machine learning, and what it can accomplish when pushed to edge devices.",Cloud Computing," Jul 16, 2021",https://www.kdnuggets.com/2021/07/pushing-no-code-machine-learning-edge.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 4","With the right software, hardware, and techniques at your fingertips, your capability to effectively develop high-performing models now hinges on leveraging automation to expedite the experimental process and building with the most efficient model architectures for your data.",Attention," Jul 9, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part4.html
MLOps is an Engineering Discipline: A Beginner’s Overview,MLOps = ML + DEV + OPS. MLOps is the idea of combining the long-established practice of DevOps with the emerging field of Machine Learning.,Data Engineering," Jul 8, 2021",https://www.kdnuggets.com/2021/07/mlops-engineering-discipline.html
Predict Customer Churn (the right way) using PyCaret,A step-by-step guide on how to predict customer churn the right way using PyCaret that actually optimizes the business objective and improves ROI.,Churn," Jul 5, 2021",https://www.kdnuggets.com/2021/07/pycaret-predict-customer-churn-right-way.html
"High-Performance Deep Learning: How to train smaller, faster, and better models – Part 3","Now that you are ready to efficiently build advanced deep learning models with the right software and hardware tools, the techniques involved in implementing such efforts must be explored to improve model quality and obtain the performance that your organization desires.",Compression," Jul 2, 2021",https://www.kdnuggets.com/2021/07/high-performance-deep-learning-part3.html
From Scratch: Permutation Feature Importance for ML Interpretability,Use permutation feature importance to discover which features in your dataset are useful for prediction — implemented from scratch in Python.,Feature Selection," Jun 30, 2021",https://www.kdnuggets.com/2021/06/from-scratch-permutation-feature-importance-ml-interpretability.html
"KDnuggets™ News 21:n24, Jun 30: What will the demand for Data Scientists be in 10 years?; Add A New Dimension To Your Photos Using Python",What will the demand for Data Scientists be in 10 years? Will Data Scientists be extinct?; Add A New Dimension To Your Photos Using Python; Data Scientists are from Mars and Software Developers are from Venus; How to Train a Joint Entities and Relation Extraction Classifier using BERT Transformer with spaCy 3; In-Warehouse Machine Learning and the Modern Data Science Stack,Data Science," Jun 30, 2021",https://www.kdnuggets.com/2021/n24.html
